title,title count,genres,primaryGenre,contentRating,size,numberOfSupported,released,version,price,score,reviews,store
G.D.Goenka Public School,24,,EDUCATION,4+,11000000,7,04/01/2016,1.0.7,0,4.5,77,google store
GD Tips,7,,EDUCATION,4+,1200000,10,07/07/2014,1.3,0,3.5,5,google store
GDT,3,,EDUCATION,4+,11000000,7,26/02/2017,1.4,0.99,5,0,google store
GED Practice Test 2018 Edition,30,"[""Education"",""Reference""]",Education,4+,55475200,5,18/01/2017,2.8,0,5,2238,appStore
General Knowledge Quiz : World GK,33,,EDUCATION,4+,12000000,7,31/07/2014,4.4,0,4.5,7651,google store
Geo Touch: Learn Geography,26,"[""Education"",""Family"",""Games"",""Puzzle""]",Education,4+,60979200,5,21/03/2014,1.9.3,0,4.5,3364,appStore
GeoGebra Graphing Calculator,28,"[""Education""]",Education,4+,165227520,4,28/11/2016,5.0.515.0,0,5,316,appStore
Geomaster Plus,14,"[""Education"",""Entertainment""]",Education,4+,104747008,7,05/10/2009,3.4,1.99,4,1133,appStore
Georgian driver license test,28,"[""Education"",""Travel""]",Education,4+,93114368,5,04/01/2017,1.0.3,0,5,352,appStore
GeoTol Pro GD&T Guide,21,,EDUCATION,4+,31000000,7,11/04/2018,1.3,0,4,4,google store
German by Nemo,14,"[""Education"",""Travel""]",Education,4+,50695168,4,28/12/2011,5.8.0,0,4.5,3237,appStore
German Dictionary & Translator,30,"[""Education"",""Travel""]",Education,4+,43828224,4,22/12/2009,7.1.3,0,4,1691,appStore
German FREE  24/7 Language Learning,35,"[""Education"",""Travel""]",Education,4+,19251200,4,29/08/2009,8.3.2,0,3.5,10173,appStore
getAbstract,11,"[""Education"",""Books""]",Education,4+,53517312,4,13/05/2010,8.0.3,0,4,390,appStore
GI Black Book,13,,EDUCATION,4+,5400000,8,09/07/2016,1,6.99,5,0,google store
GI Partner,10,,EDUCATION,4+,14000000,7,14/07/2018,1.0.0.17,0,5,3,google store
"Gizmos & Gadgets, 2nd Edition",29,"[""Education"",""Social Networking""]",Education,4+,122409984,3,12/10/2015,1.7.1,0,3.5,33,appStore
GJ Tutorial - Jobs in India,27,,EDUCATION,4+,4500000,9,02/09/2012,2.3.5,0,4,8,google store
"GK & Current Affairs 2018, Railway, SSC, IBPS",45,,EDUCATION,4+,6900000,7,17/05/2016,5.4,0,4.5,5187,google store
GK 2016 2017,12,,EDUCATION,4+,2800000,8,09/07/2016,1.1,0,4,412,google store
GK Quiz In English - 10000 + Questions,38,,EDUCATION,4+,5600000,7,22/06/2018,1.1,0,5,2,google store
GK Quiz In English - All Exams,30,,EDUCATION,4+,5900000,7,07/06/2018,1.1,0,4.5,13,google store
GLSnext - Leadership Training,29,"[""Education"",""Reference""]",Education,4+,34491392,5,18/07/2015,3.0.0,0,5,5849,appStore
GMAT Idiom Flashcards,21,"[""Education"",""Word"",""Games""]",Education,4+,8311808,5,20/03/2014,3.1.1,0,5,356,appStore
GMAT Math Flashcards,20,"[""Education"",""Games""]",Education,4+,8397824,5,22/03/2014,3.1.0,0,5,703,appStore
GMAT Prep & Practice,20,"[""Education"",""Reference""]",Education,4+,12639232,5,17/07/2012,4.2.0,0,5,695,appStore
GMAT Prep by Ready4,19,"[""Education""]",Education,4+,183430144,4,11/09/2012,9.5.4,0,4.5,9750,appStore
"GO Math! GO – Fun learning for grades K, 1st & 2nd",52,"[""Education""]",Education,4+,47594496,4,14/09/2016,1.3.1,0,3.5,42,appStore
GoldieBlox and the Movie Machine,32,"[""Education"",""Entertainment""]",Education,4+,93580288,5,16/10/2014,1.5.2,0,4,1113,appStore
GoMizzou,8,"[""Education""]",Education,17+,55059456,5,20/08/2010,3.6.1,0,3.5,79,appStore
GoNoodle,8,"[""Education"",""Entertainment""]",Education,4+,96102400,4,29/10/2015,2.1.4,0,4,1131,appStore
Good Grapher - scientific graphing calculator,45,"[""Education"",""Productivity""]",Education,4+,10695680,6,20/02/2011,3.3.3,0,4,810,appStore
Google Classroom,16,"[""Education"",""Productivity""]",Education,4+,195820544,3,13/01/2015,2.2018.48204,0,4.5,144044,appStore
Gordon & Li Li: Animals,23,Education,EDUCATION,4+,42000000,10,12/02/2015,2,1.99,5,1,google store
Grabovoi SN,11,,EDUCATION,4+,13000000,7,14/05/2018,0.0.46.0,0,4,6,google store
Grade K-5 Math Learning Games,29,"[""Education"",""Family"",""Puzzle"",""Games""]",Education,4+,391198720,4,06/11/2013,5.6.5,0,4.5,4704,appStore
GradePro for grades,19,"[""Education"",""Reference""]",Education,4+,46619648,5,22/09/2012,5.2.5,0,4.5,3713,appStore
Grammar Express: Active & Passive Voice Lite,44,"[""Education"",""Reference""]",Education,4+,29979648,5,01/05/2010,2,0,3,54,appStore
Grammar Express: Degrees Lite,29,"[""Education"",""Reference""]",Education,4+,19094528,5,12/05/2010,2,0,3.5,26,appStore
Grammar Express: Nouns Lite,27,"[""Education"",""Reference""]",Education,4+,24011776,5,01/05/2010,2,0,3,29,appStore
Grammar Express: Parts of Speech,32,"[""Education"",""Reference""]",Education,4+,20452352,5,16/12/2009,2,2.99,3.5,41,appStore
Grammar Express: Parts of Speech Lite,37,"[""Education"",""Reference""]",Education,4+,20468736,5,28/04/2010,2,0,3,258,appStore
Grammar Express: Reported Speech Lite,37,"[""Education"",""Reference""]",Education,4+,22502400,5,01/05/2010,2,0,3,19,appStore
Grammar Express: Tenses Lite,28,"[""Education"",""Reference""]",Education,4+,25682944,5,29/12/2009,2,0,3,329,appStore
Graphing Calculator Plus,24,"[""Education"",""Utilities""]",Education,4+,15618048,4,02/10/2017,2.3,2.99,4.5,2028,appStore
Grasshopper: Learn to Code,26,"[""Education"",""Games"",""Puzzle""]",Education,4+,35675136,5,22/04/2018,2.4.7,0,5,10719,appStore
GRE Prep & Practice by Magoosh,30,"[""Education"",""Reference""]",Education,4+,12636160,5,29/05/2012,5.3.2,0,4.5,4107,appStore
GRE Prep by Ready4,18,"[""Education""]",Education,4+,190948352,4,01/03/2016,9.5.4,0,4.5,2336,appStore
GRE Vocabulary Flashcards,25,"[""Education"",""Games"",""Word""]",Education,12+,8262656,5,31/07/2013,3.1.0,0,5,4831,appStore
"GRE: Practice,Prep,Flashcards",29,"[""Education"",""Reference""]",Education,4+,35956736,4,18/11/2014,1.6.6,0,5,1773,appStore
Greater Mt. Zion Austin,23,,EDUCATION,12+,7800000,7,23/04/2013,3.8.0,0,5,12,google store
Groovy Grader,13,"[""Education"",""Utilities""]",Education,4+,7583744,2,12/06/2010,5.2.1,0,5,24804,appStore
Group Discussion Topics & Tips,30,,EDUCATION,4+,5100000,6,08/12/2018,1,0,5,2,google store
GS Afdal,8,,EDUCATION,4+,8700000,6,14/09/2018,1,0,4.5,1,google store
GS Mondrian,11,,EDUCATION,4+,1700000,5,16/08/2018,1.5,0,5,5,google store
Guitar Lessons - JamPlay,24,"[""Education"",""Music""]",Education,4+,34571264,6,26/11/2010,2.3,0,4,561,appStore
Guru Angad Dev Ji Sakhi,23,,EDUCATION,4+,3100000,7,24/01/2017,3.1,0,5,1,google store
Guru Ram Das Ji Sakhi,21,,EDUCATION,4+,3100000,7,19/03/2017,3.1,0,5,0,google store
GWMobile,8,,EDUCATION,9+,2200000,5,27/04/2011,2.4,0,3,27,google store
H H International School,24,,EDUCATION,4+,6300000,7,28/02/2018,1.2.5,0,5,0,google store
Hadith of the Day,17,"[""Education"",""Lifestyle""]",Education,4+,13099008,5,20/04/2012,10.4.1,0,5,466,appStore
HAM Test Prep Free: Technician,30,"[""Education"",""Lifestyle""]",Education,4+,17570816,5,04/02/2009,2.9.3,0,4,459,appStore
HAM Test Prep:  Technician,26,"[""Education"",""Lifestyle""]",Education,4+,17701888,5,26/11/2008,2.9.3,4.99,5,605,appStore
Handy Art Reference Tool,24,"[""Education"",""Productivity""]",Education,4+,156055552,5,11/11/2011,4.2,1.99,5,522,appStore
Hangman ! !,11,"[""Education"",""Games""]",Education,4+,19291136,5,29/03/2012,1.6.1,0,4,437,appStore
Healing Crystals Metaphysical Directory,39,"[""Education""]",Education,4+,59123712,5,06/04/2017,1.0.5,0,3.5,11,appStore
Health Ed Buddy,15,"[""Education"",""Reference""]",Education,17+,6770688,7,04/05/2012,2.9,2.99,2.5,6,appStore
Hebrew by Nemo,14,"[""Education"",""Travel""]",Education,4+,50920448,4,23/06/2013,5.8.0,0,5,3640,appStore
Hebrew/English Translator,25,"[""Education"",""Travel""]",Education,4+,9842688,4,09/12/2008,2.0.4,0,3.5,2814,appStore
Hello Color Pencil,18,"[""Education"",""Entertainment""]",Education,4+,76762112,4,17/06/2011,1.621,0,4,574,appStore
Hello Crayons,13,"[""Education"",""Entertainment""]",Education,4+,87907328,4,17/06/2011,1.621,0,4,386,appStore
HelloChinese - Learn Chinese,28,"[""Education"",""Reference""]",Education,4+,95940608,4,18/06/2015,4.6.6,0,5,7086,appStore
HelloTalk Learn Language Fast,29,"[""Education"",""Social Networking""]",Education,12+,178640896,4,15/12/2012,2.8.2,0,4.5,11470,appStore
Helpster Homework Tutor,23,"[""Education"",""Utilities""]",Education,4+,67514368,5,15/06/2012,12.2,0,4.5,1894,appStore
Herbs Guide,11,"[""Education"",""Reference""]",Education,12+,9939968,7,04/10/2012,1.4,0,2.5,24,appStore
Here Comes the Bus,18,"[""Education"",""Travel""]",Education,4+,17727488,5,11/04/2015,2.3.1,0,4.5,30630,appStore
Hidden Pictures Puzzles,23,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,232216576,4,29/01/2018,1.2.8,0,4.5,2190,appStore
High Voltage Engineering,24,,EDUCATION,4+,5600000,7,22/04/2014,5.4,0,4,13,google store
Highbrow,8,"[""Education"",""Entertainment""]",Education,4+,37476352,3,28/09/2017,1.2.2,0,3.5,37,appStore
HiMama – The Childcare App,28,"[""Education"",""Business""]",Education,4+,31574016,4,18/05/2016,2.2.2,0,5,4033,appStore
HN ADMIN,8,,EDUCATION,4+,8700000,7,27/03/2018,0.0.1,0,3,2,google store
HN SCHOOLS,10,,EDUCATION,4+,8700000,7,21/11/2017,0.0.3,0,3.5,38,google store
Home Access Center for RRISD,28,"[""Education"",""Utilities""]",Education,4+,3666944,6,23/11/2016,1.3.0,0,3.5,34,appStore
HOMER Reading: Learn to Read,28,"[""Education"",""Entertainment""]",Education,4+,230059008,4,01/08/2013,5,0,4.5,8013,appStore
Homework Helper by toot,23,"[""Education"",""Photo & Video""]",Education,4+,61621248,4,23/09/2017,1.5.0,0,2.5,80,appStore
Homework in a Snap,18,"[""Education""]",Education,4+,32204800,4,02/11/2015,6.1,0,2.5,33,appStore
Hooked on Phonics,17,"[""Education"",""Games"",""Family"",""Word""]",Education,4+,333516800,5,03/01/2013,5.0.24,0,4,1929,appStore
Hopscotch: Coding for kids,26,"[""Education"",""Games"",""Family""]",Education,4+,182066176,4,16/04/2013,3.32.1,0,4.5,10455,appStore
How To Be Confident,19,,EDUCATION,4+,3100000,7,26/02/2018,1.1,0,4.5,20,google store
How to Draw - Simple Lessons,28,"[""Education"",""Entertainment""]",Education,4+,30561280,5,13/03/2011,6,0,4,2556,appStore
How To Draw Anime - Manga Drawing Step by Step,46,"[""Education"",""Entertainment""]",Education,4+,6002688,5,05/02/2017,1.0.1,0,3.5,67,appStore
How to Draw Cute Foods,22,"[""Education"",""Entertainment""]",Education,4+,30781440,6,04/09/2015,1.5.1,0,2.5,32,appStore
How to Make Origami,19,"[""Education"",""Reference""]",Education,4+,41041920,4,19/10/2011,1.42,0,4.5,6040,appStore
How to make Paper Airplanes,27,"[""Education"",""Reference""]",Education,4+,68874240,4,17/11/2011,1.16,0,4.5,1726,appStore
HP Prime Pro,12,"[""Education"",""Productivity""]",Education,4+,79469568,5,16/12/2015,2.1,24.99,3,47,appStore
HR Management Flashcard 2018,28,,EDUCATION,4+,4900000,7,28/10/2016,7.6.2,0,3,0,google store
HudsonAlpha iCell,17,"[""Education"",""Medical""]",Education,4+,87228416,5,01/04/2010,3.6.1,0,4,1793,appStore
Human Japanese Lite | Learn Japanese with your personal sensei-in-a-box™,74,"[""Education"",""Travel""]",Education,12+,66359296,7,07/02/2009,3.1.1,0,4,9513,appStore
Human Resources Management HRM,30,,EDUCATION,4+,4500000,10,15/07/2016,1,2.99,5,1,google store
Hungry Caterpillar Play School,30,"[""Education"",""Entertainment""]",Education,4+,237773824,4,04/04/2018,3.4.1,0,4,1930,appStore
HZ,2,,EDUCATION,4+,2200000,10,04/06/2015,1.1.3,0,2,31,google store
Hz-PPM-Hz,9,,EDUCATION,4+,3700000,6,17/03/2016,1,0,5,1,google store
I Read Arabic  أقرأ بالعربية,40,"[""Education"",""Books""]",Education,4+,72368128,4,03/02/2016,2.8,0,3.5,17,appStore
I.J PIONEER HIGH SCHOOL,23,,EDUCATION,4+,14000000,7,16/03/2018,2.0.7,0,4,6,google store
IA Tech Guide,13,,EDUCATION,4+,59000000,5,31/10/2018,1.1,0,5,0,google store
뮤직코딩2,13,,EDUCATION,4+,18000000,10,13/07/2017,3.0.0,0,1,0,google store
IB Maths HL & SL +Studies,25,,EDUCATION,4+,18000000,7,11/03/2018,1.39,0,5,3,google store
IB Past Papers Solution,23,,EDUCATION,4+,377000,9,22/07/2018,web2apk 8,0,5,0,google store
IB Physics,10,,EDUCATION,4+,8600000,6,18/04/2017,1.4.2,0,4,0,google store
IB Physics Definitions,22,,EDUCATION,4+,2100000,7,11/12/2018,2.1.0,0,5,2,google store
IB PRO - Math SL,16,,EDUCATION,4+,18000000,7,09/03/2016,2.2,4.99,5,1,google store
iBless Torah,12,"[""Education"",""Lifestyle""]",Education,4+,5214208,6,04/03/2010,1.5,1.99,2.5,16,appStore
IC Reference,12,,EDUCATION,4+,9600000,7,01/09/2017,1.0.0.4,0,4,2,google store
iCNH-RJ - Simulado Detran-RJ / Placas de Trânsito,50,,EDUCATION,4+,11000000,5,16/09/2018,1.3.0.RJ,0,5,1,google store
Idaho Driver’s License Practice Exam,38,"[""Education""]",Education,4+,22253568,5,05/06/2014,1.1,0,2,34,appStore
IE Speaking Practice,20,,EDUCATION,4+,5000000,9,09/05/2016,1,0,4,114,google store
IGCSE IB PASTPAPERS SOLUTION,28,,EDUCATION,4+,219000,9,13/10/2017,1,0,5,8,google store
Iglesia Ni Cristo Sign Language App,35,,EDUCATION,4+,2700000,7,15/06/2018,2.9,0,5,633,google store
해커스 리스닝 핵심편 - 토익,38,"[""Education"",""Business""]",Education,4+,353261568,5,11/01/2012,1.5.6,3.99,3,5,appStore
해커스 MP3 플레이어,26,"[""Education""]",Education,4+,32143360,4,11/06/2012,1.9.6,0,2,7,appStore
해커스보카2nd,18,"[""Education"",""Games""]",Education,4+,542651392,3,13/07/2015,1.2.8,0,2,7,appStore
핑크퐁! 인기동요∙동화,32,"[""Education"",""Entertainment""]",Education,4+,76254208,5,22/06/2011,39,0,4,490,appStore
Ik Leer Lezen,13,Education,EDUCATION,4+,10000000,7,19/12/2012,1.2.0,0,3,47,google store
iKnow Dogs 2 LITE,17,"[""Education"",""Reference""]",Education,4+,72879104,4,24/06/2010,4.2.1,0,3,1034,appStore
In 24 Hours Learn French,24,"[""Education"",""Travel""]",Education,4+,53235712,4,19/08/2013,4.1,0,4.5,3855,appStore
In 24 Hours Learn German,24,"[""Education"",""Travel""]",Education,4+,53248000,4,25/07/2013,4.1,0,4.5,2171,appStore
In 24 Hours Learn Korean,24,"[""Education"",""Travel""]",Education,4+,53239808,4,13/09/2013,4.1,0,4.5,3577,appStore
In 24 Hours Learn Spanish Plus,30,"[""Education"",""Travel""]",Education,4+,53628928,4,06/11/2013,4.15,0,4.5,17436,appStore
India GK,8,,EDUCATION,4+,7500000,7,05/03/2014,2.1.1,0,4.5,6901,google store
Indian Prime Minister and Presidents GK in Hindi,48,,EDUCATION,4+,2900000,7,30/11/2017,1.5,0,4.5,55,google store
Infinite Campus Mobile Portal,29,,EDUCATION,4+,3700000,7,18/02/2012,2.8.0,0,3.5,4258,google store
Inglés avanzado - Now You're Fluent,36,"[""Education""]",Education,4+,4861952,9,01/08/2011,1.1,0,2.5,20,appStore
Instituto RS,12,,EDUCATION,4+,2300000,6,24/11/2018,0.0.2,0,5,2,google store
Interactive Telling Time,24,"[""Education"",""Games"",""Family""]",Education,4+,68955136,8,08/12/2011,3.6,0,4,697,appStore
Internal Combustion Engine,26,,EDUCATION,4+,6100000,7,07/05/2014,5.7,0,4,91,google store
iPilot Helikopterschein PPL-H,29,,EDUCATION,4+,33000000,9,04/09/2014,2.2,32.62,5,1,google store
iplant - Plant Identification,29,"[""Education""]",Education,4+,12134400,5,22/04/2018,1.0.0,0,4,2432,appStore
IQ Test - What is your wisdom?,30,,EDUCATION,4+,6000000,7,28/04/2017,1.13,0,3.5,242,google store
IQ Test Preparation,19,,EDUCATION,4+,10000000,7,27/04/2015,2.0.1,0,4,1616,google store
IQ Test: Brain Cognitive Games,30,"[""Education"",""Medical""]",Education,4+,30744576,5,05/07/2012,3.0.7,0,4,1539,appStore
ISC-MK,6,,EDUCATION,4+,5900000,7,26/09/2018,1.2.5,0,5,0,google store
Islam.kz - рухани ағарту порталы,51,,EDUCATION,4+,11000000,7,16/09/2018,1,0,5,1,google store
Islamic Online University,25,"[""Education""]",Education,4+,83606528,5,27/06/2017,0.1,0,2.5,8,appStore
ISS on Live: HD View Earth Live,31,,EDUCATION,4+,5500000,7,21/10/2014,4.5.1,0,4.5,14377,google store
iStudy ly,9,,EDUCATION,4+,5900000,7,13/07/2017,1.6,0,4.5,47,google store
iTheory Standard Driving Exam,29,,EDUCATION,4+,25000000,9,03/02/2011,2.23,8.49,4.5,139,google store
iTooch Middle School,20,"[""Education""]",Education,4+,72322048,6,22/05/2012,6.5.1,0,4.5,2636,appStore
iTots Maths Free,16,"[""Education"",""Games""]",Education,4+,8316912,9,29/11/2011,1.02,0,3,5,appStore
IW Knits,8,,EDUCATION,4+,21000000,5,02/03/2018,2.2,0,1,5,google store
카드코딩,12,,EDUCATION,4+,14000000,10,13/07/2017,3.0.0,0,2.5,1,google store
J M Patel English Medium School,31,,EDUCATION,4+,3400000,5,24/11/2018,1,0,5,0,google store
J M Vidhyabhavan,16,,EDUCATION,4+,9600000,7,10/10/2017,1.19,0,5,3,google store
J. Paul Getty Museum,20,"[""Education"",""Travel""]",Education,4+,89338880,3,23/06/2016,1.4,0,1.5,14,appStore
J.M. PUBLIC SEC. SCHOOL,23,,EDUCATION,4+,16000000,7,04/01/2018,0.0.1,0,5,1,google store
J&SLatVocab,11,"[""Education""]",Education,4+,18204672,2,28/01/2010,3.2,0,3,18,appStore
Japanese Sensei Deluxe,22,"[""Education"",""Reference""]",Education,4+,315649024,4,17/12/2009,3.1.0,13.99,3.5,59,appStore
Japanese Sensei Lite,20,"[""Education"",""Reference""]",Education,4+,240679345,9,12/01/2010,2.3.0,0,3.5,208,appStore
Javascript - Q&A,16,,EDUCATION,4+,3200000,5,12/03/2018,1.1,0,5,0,google store
JavaScript Recipes,18,,EDUCATION,4+,2100000,7,09/07/2018,1.12,0,4.5,19,google store
JigSpace,8,"[""Education"",""Entertainment""]",Education,4+,134498304,2,07/05/2016,2.2.12,0,5,4286,appStore
Jilha Parishad Bharati 2018 - जिल्हा परिषद भरती,77,,EDUCATION,4+,4500000,7,12/04/2018,1.1,0,4,8,google store
Job Scout - Career Discovery,28,"[""Education""]",Education,4+,51588096,4,16/03/2017,1.3,0,3.5,9,appStore
Johnny Grammar Word Challenge,29,"[""Education"",""Word"",""Games""]",Education,4+,102930432,4,25/05/2011,3.4.1,0,4.5,5385,appStore
JPCSIM - PC Windows Simulator,29,,EDUCATION,4+,39000000,7,17/05/2015,1.3.1,0,4,15132,google store
JU Library - مكتبة الجامعة الأردنية,55,,EDUCATION,4+,19000000,7,02/08/2018,Varies with device,0,5,1,google store
JU Mobile Safety,16,,EDUCATION,4+,25000000,7,03/09/2015,1.3,0,5,1,google store
JU Notice Board,15,,EDUCATION,4+,1300000,7,29/08/2018,1,0,5,0,google store
Jurassic Rescue - Dinosaur Go!,30,"[""Education"",""Entertainment""]",Education,4+,101069824,4,21/12/2016,1.0.8,0,4.5,2302,appStore
Justin Guitar Beginner Course,29,"[""Education"",""Music""]",Education,12+,308449280,4,12/12/2016,2.2.5,0,5,948,appStore
JW Broadcasting And Meetings,28,,EDUCATION,4+,3000000,7,11/02/2018,1,0,4.5,21,google store
JW Children - Caleb and Sophia,30,"[""Education""]",Education,4+,23128064,5,28/06/2017,1.1,0,3.5,10,appStore
JW Friend,9,"[""Education"",""Reference""]",Education,4+,7499776,5,30/10/2013,3.2,0,5,2556,appStore
JW Multi Language,17,,EDUCATION,4+,2200000,10,11/03/2015,1,0,4.5,92,google store
K-State Mobile,14,"[""Education"",""Reference""]",Education,17+,21109760,4,27/08/2013,2.5,0,3,15,appStore
K.J.V. Holy Bible,17,"[""Education"",""Lifestyle""]",Education,4+,64501760,5,21/09/2010,4.06,0,5,48372,appStore
KÜDZOO - Student Rewards,25,"[""Education"",""Lifestyle""]",Education,4+,60447744,3,13/07/2014,2.0.8,0,4,1981,appStore
Kahoot! Play & Create Quizzes,29,"[""Education"",""Trivia"",""Games""]",Education,4+,51149824,4,20/09/2016,3.2.9,0,4.5,8086,appStore
Kana Strokes (Japanese Hiragana + Katakana),43,"[""Education"",""Reference""]",Education,4+,153576,11,09/06/2009,1,0,3.5,561,appStore
Kansas Wildflowers,18,,EDUCATION,4+,55000000,7,08/11/2015,4.5,0,4.5,5,google store
Kaplan Mobile Prep,18,"[""Education"",""Reference""]",Education,9+,319349760,3,08/09/2017,1.2.6,0,2.5,117,appStore
Kaplan USMLE Step 1 Qbank,25,"[""Education"",""Utilities""]",Education,17+,53850112,5,25/02/2016,2.1.0,0,1.5,237,appStore
Karaoke For Kids,16,"[""Education"",""Games"",""Music""]",Education,4+,64958464,8,25/11/2013,1.2.1107,0,4,758,appStore
KD Campus Class Schedule (Class Routine),40,,EDUCATION,4+,4300000,7,01/02/2018,9.0.2,0,3.5,75,google store
KD Campus Online,16,,EDUCATION,4+,29000000,6,19/04/2017,2.16,0,4,1118,google store
KD International School,23,,EDUCATION,4+,62000000,7,12/03/2018,8.1,0,4.5,13,google store
KD TECH,7,,EDUCATION,4+,8000000,7,14/06/2015,2.1.8,0,4,785,google store
KG English,10,,EDUCATION,4+,2200000,7,27/02/2017,1.0.4,0,4.5,2,google store
Khan Academy,12,"[""Education""]",Education,4+,160380928,5,11/03/2012,5.2.2,0,4,8932,appStore
Kickboard,9,"[""Education""]",Education,4+,49149952,4,22/06/2016,2.2,0,2.5,44,appStore
Kid's ABC,9,"[""Education"",""Games""]",Education,4+,27271168,5,07/06/2009,6.4,1.99,3.5,33,appStore
Kiddopia - ABC Toddler Games,28,"[""Education"",""Family"",""Games""]",Education,4+,910480384,4,06/06/2017,2.0.2,0,4.5,3794,appStore
KidloLand Kids Nursery Rhymes,29,"[""Education"",""Music"",""Games"",""Family""]",Education,4+,311322624,5,28/07/2012,20.3.5,0,4,8641,appStore
"Kids ABC Letter, Spelling, Literacy & Phonics game",50,"[""Education"",""Games""]",Education,4+,106840064,7,25/04/2012,1.6.4,0,4,682,appStore
Kids Academy Talented & Gifted,30,"[""Education"",""Games"",""Word"",""Family""]",Education,4+,151011328,4,31/08/2012,5.2.6,0,4.5,4167,appStore
Kids Addition & Subtraction,27,"[""Education"",""Puzzle"",""Family"",""Games""]",Education,4+,124256256,5,02/04/2011,4.1,0,4,487,appStore
Kids baby games for toddlers,28,"[""Education"",""Puzzle"",""Games""]",Education,4+,135402496,5,25/07/2017,1.5,0,2.5,45,appStore
"Kids Bible: Joseph and the Pharoah's Dreams - Bible Heroes Adventure Story for Children with Coloring, Singing, Puzzles, and Games",130,"[""Education"",""Entertainment""]",Education,4+,49618944,9,16/01/2014,1.9.2,0.99,5,302,appStore
Kids Flashcards Maker,21,"[""Education"",""Productivity""]",Education,12+,21124096,5,26/10/2015,1.2.1,2.99,3.5,5,appStore
Kids games for 2 - 4 year olds,30,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,94875648,5,13/11/2015,3.5,0,4.5,2612,appStore
Kids GK (General Knowledge App for Kids),40,,EDUCATION,4+,5200000,7,04/03/2017,1.7,0,4.5,1224,google store
Kids Learn Math Training Games,30,"[""Education"",""Puzzle"",""Games"",""Family""]",Education,4+,52927488,3,14/02/2013,12,0,4,416,appStore
Kids Learning - Photo Touch Concepts,36,"[""Education"",""Family"",""Games""]",Education,4+,71019520,5,07/03/2011,4,0.99,4,376,appStore
Kids Math for KG,16,Education,EDUCATION,4+,50000000,7,25/11/2014,1.3.1,0,4.5,123,google store
Kids Math Fun — Second Grade,30,"[""Education"",""Games""]",Education,4+,7225344,5,13/08/2008,6,0.99,3.5,112,appStore
Kids Music - ABC Music Videos for YouTube Kids,46,"[""Education"",""Music""]",Education,4+,48375808,5,06/08/2015,1.8,0,3.5,93,appStore
"Kids Number, Addition & Subtraction Math Ed Games",49,"[""Education"",""Games""]",Education,4+,102176768,7,13/06/2012,1.6.4,0,4,634,appStore
Kids Tube - Music & ABC Videos for YouTube Kids,47,"[""Education"",""Entertainment""]",Education,4+,49905664,5,22/08/2015,2,0,3.5,73,appStore
Kids Vehicles: City Trucks & Buses for the iPhone,49,"[""Education"",""Games"",""Family""]",Education,4+,32334848,7,12/11/2011,2.0.7,1.99,3,61,appStore
Kids Vehicles: Construction for iPhone,38,"[""Education"",""Games""]",Education,4+,66666496,7,25/11/2012,2.0.7,1.99,2.5,12,appStore
"Kids Vocabulary, Grammar & Language learning games",50,"[""Education"",""Games""]",Education,4+,112754688,7,10/10/2012,1.5.4,0,4,706,appStore
Kindergarten Learning Games - Fall Review App,45,"[""Education"",""Family"",""Games""]",Education,4+,175777792,5,17/09/2016,1,2.99,3.5,125,appStore
Kindergarten learning games 2+,30,"[""Education"",""Puzzle"",""Family"",""Games""]",Education,4+,106547200,5,18/04/2016,2.45,0,4.5,4477,appStore
Kindergarten math & reading learning kids games,47,"[""Education"",""Games"",""Family""]",Education,4+,100956160,5,12/03/2013,3.2.1,0,4.5,2043,appStore
Kinderlime: Childcare App,25,"[""Education"",""Business""]",Education,4+,95045632,4,01/03/2018,3.0.0,0,5,1598,appStore
Kinedu: Baby Development App,28,"[""Education"",""Lifestyle""]",Education,4+,294552576,3,15/11/2013,5.12.3,0,4.5,3608,appStore
King of Math,12,"[""Education"",""Games"",""Puzzle"",""Family""]",Education,9+,36046848,5,21/12/2011,1.3.13,0,4.5,5366,appStore
King of Math Junior,19,Education,EDUCATION,4+,21000000,7,19/09/2013,1.0.6,2.99,4.5,204,google store
King Schools Companion,22,"[""Education"",""Productivity""]",Education,4+,5484544,5,05/08/2013,2.3,0,3,69,appStore
KK音標小學堂範例篇,26,,EDUCATION,4+,9900000,7,03/11/2012,2.4,0,3.5,25,google store
KMF 3000 Vocabulary for GRE®,29,"[""Education"",""Productivity""]",Education,4+,112155648,4,29/08/2014,4.1.7,0,5,1211,appStore
KnittingHelp Video Reference,28,"[""Education"",""Lifestyle""]",Education,4+,612926464,3,04/12/2010,1.3,4.99,5,1169,appStore
Kodable,7,"[""Education"",""Games"",""Puzzle""]",Education,4+,306184192,4,26/11/2012,10.2.0,0,4.5,4113,appStore
Korean Alphabet Pronunciation - Korean Letter,45,"[""Education"",""Utilities""]",Education,4+,39045120,5,21/07/2016,3.0.0,0,3.5,26,appStore
Korean Letters,14,"[""Education"",""Books""]",Education,4+,17382400,4,21/01/2012,1.1.0,1.99,5,339,appStore
KR Parent Portal,16,,EDUCATION,4+,10000000,7,02/03/2015,1.1.5,0,4.5,15,google store
KSUMobile,9,"[""Education""]",Education,4+,21479424,5,01/10/2010,5.17.1,0,2.5,106,appStore
